number,previousName,currentName,address
5A060,西爱村，恒爱里,西爱村，恒爱里,永嘉路19号,1927(西爱村)1938(恒爱里),三,,,
5A061,花园坊,花园坊,瑞金二路129号,1928,三,,,
5A062,静村,住宅,绍兴路36弄,1929,三,,,
5A063,住宅,住宅,永嘉路17号,1936,四,,,
5A064,郑家衖,住宅,永嘉路39弄,1923,三,,,
5A065,福绥里,住宅,建国西路146号,1925,三,,,
5A066,松韵别墅、群贤小学,松韵别墅,复兴路498弄1-8、10、11号,1921,三,,,
5A067,住宅,住宅,永嘉路37号,1922,三,,,
5A068,环龙别业、环龙里,南昌路 212、244 弄小区,南昌路212、244弄,1925(212弄)，1928(244弄),三,,,
5A069,上海律师公会会所,银行博物馆,复兴中路301号,1925,四,,,
5A070,上海儿科疗养院,向明初级中学,巨鹿路334号,不详,三,,,
5A071,首善堂,"上海市黄浦区人民代表大会常务委员会
中国人民政协上海市黄浦区委员会",重庆南路139号,1925,二,,,
5A072,公董局公共卫生救济处医学化验所,中国疾病预防控制中心寄生虫病预防控制所,瑞金二路207号,1925,三,,,
5A073,上海银行,上海小楼/滇池小区,江西中路372-390号，北京东路205-217号,1929,三,,,
5A074,鸿裕纺织有限公司大楼,住宅,江西中路441-445号,1921,三,,,
5A075,美国陆海军青年会,海青大楼,香港路85号,1923,四,,,
5A076,马可尼公司,住宅,北京东路131号,1920年代,三,,,
5A077,上海法租界麦兰捕房/上海市警察局黄浦分局（1943）,上海市公安局黄浦分局,金陵东路174号,1935,二,,,
5A078,住宅,住宅,自忠路414-454号,1910-1920年代,三,,,
5A079,花园住宅,住宅,复兴中路492号,1934,三,,,
5A080,住宅,住宅,香山路9号,1921,三,,,
5A081,天祥实业股份有限公司、上海顾天盛花厂,南苏河创意园区,南苏州路1295号-1305号,1933,三,,,
5A082,南市发电厂,上海当代艺术博物馆,花园港路200号,1980年代,三,,,
5A083,白克路,长征医院办公室,凤阳路450号,1920年代,二,,,
1C001,步高里,步高里,陕西南路287号,1920,三,,,
1C002,瑞金二路住宅,瑞金宾馆1号楼,瑞金二路18号,1917,二,,,
1C003,尚贤坊,尚贤坊,淮海中路50号,1924,三,,,
1C004,华懋公寓,锦江宾馆北楼,长乐路109号,1929,二,,,
1C005,峻岭公寓、茂名公寓,锦江宾馆中、西楼,茂名南路65-125号,1935,二,,,
2C001,法公董局,综合办公楼,淮海中路375号,1909,三,,,
2C002,培文公寓,培文公寓,淮海中路449号,1923,三,,,
2C003,永业大楼,永业大楼,淮海中路481号,1932,三,,,
2C004,国泰大戏院,国泰电影院,淮海中路870号,1932,二,,,
2C005,法国总会,花园饭店,茂名南路58号,1925,二,,,
2C006,兰心大戏院,兰心大戏院,茂名南路57号,1931,二,,,
2C007,ASTRID公寓,南昌大楼,茂名南路143号,1933,三,,,
2C008,法国总会（老）,科学会堂(一号楼),南昌路47号,1917,二,,,
2C009,梵尔登花园,里弄住宅,陕西南路39弄1-103号,1925,三,,,
2C010,陕南村,陕南村,陕西南路157-187号,1930,三,,,
2C011,花园住宅,花园住宅,思南路51-95号(单),1920,三,,,
2C012,震旦大学图书馆教学大楼/震旦大学博物馆,第二医科大学十二号大楼/昆虫研究所,重庆南路280号/重庆南路225号,1936/1930,三,,,
2C013,东正教堂,幸运城大酒店,皋兰路16号,1934,二,,,
2C014,江南制造局,江南造船厂,高雄路2号（总办公楼）/2号船坞/指挥楼/飞机车间,2号船坞：光绪,三/四/三/四,,,
3C001,爱司公寓,瑞金大楼,瑞金一路150号,1926,三,,,
3C002,泰山公寓,泰山大楼,淮海中路622弄,1930,三,,,
3C003,飞霞别墅,飞霞别墅,淮海中路584弄,1941,三,,,
3C004,飞龙公寓,住宅,淮海中路538-544号及542弄,1922,四,,,
3C005,法租界霞飞路巡捕房,卢湾区职业教育中心,淮海中路235号,1914,三,,,
3C006,白尔登公寓,陕南大楼,陕西南路213号,1924,三,,,
3C007,住宅,瑞金宾馆3号楼,瑞金二路118号,1920,三,,,
3C008,三井杨行大班住宅,瑞金宾馆4号楼,瑞金二路118号,1924,三,,,
3C009,住宅,上海文史馆,思南路39号-41号,1920年代,三,,,
3C010,巴黎公寓,巴黎公寓,重庆南路165号,1936,三,,,
3C011,巴黎新村,巴黎新村,重庆南路169弄,1912~1936,三,,,
3C012,永丰村,住宅,重庆南路177号、179弄1-10号,1919,三,,,
3C013,吕班公寓,重庆公寓,重庆南路185号,1920年代/一说1931年,三,,,
3C014,诸圣堂,诸圣堂,复兴中路425号,1925,二,,,
3C015,住宅,住宅,皋兰路1号,1934,四,,,
3C016,住宅,上海文艺出版社等,绍兴路74号,1947,三,,,
3C017,香山路住宅,住宅,香山路6号,1920年代,三,,,
4C001,中德医院,妇婴保健院,延安中路393号,1923,二,,,
4C002,康绥公寓,康绥公寓,淮海中路468-494号,1932,三,,,
4C003,国泰公寓,国泰公寓,淮海中路816弄、818－832号,1926,三,,,
4C004,霞飞坊,淮海坊,淮海中路927弄,1924,三,,,
4C005,法国体育总会,科学会堂,南昌路57号,1931,二,,,
4C006,上海别墅,上海别墅,南昌路110弄、112-122号,1916,三,,,
4C007,花园住宅群,花园住宅群,南昌路124－134号、136弄1-16号、138-146号,1912-1936,三,,,
4C008,克美产科医院,卢湾区政府2号楼,重庆南路139号,1910年代,二,,,
4C009,花园住宅,花园住宅,皋兰路11-17号,约1914,四,,,
4C010,希勒公寓,钟和公寓,茂名南路106-124号，南昌路179号,1930年代,三,,,
4C011,梅兰坊,梅兰坊,黄陂南路596弄1-58号,1924,四,,,
4C012,派克公寓,花园公寓,复兴中路455号,1926,三,,,
4C013,花园住宅,花园住宅（其中471－473号曾为卢湾区第四聋哑学校）,复兴中路471－473号，477号,1920－1936,三,,,
4C014,花园住宅,花园住宅,复兴中路517号，531号，533-537号，539号，541号,1920年代,三,,,
4C015,辣斐坊,复兴坊,复兴中路553弄1-21号，543-551号，555-561号,1927,三,,,
4C016,花园住宅,花园住宅,思南路50-70号,1920年代,三,,,
4C017,万宜坊,万宜坊,重庆南路205弄5-94号,1931,三,,,
4C018,广慈医院,瑞金医院8号楼、3号楼,瑞金二路197号,8号楼约1921/2-3号楼约1930年代,三,,,
4C019,安和新村,安和新村,瑞金二路198弄,1912-1936,三,,,
4C020,金谷村,金谷村,绍兴路18弄，绍兴路2-34号，瑞金二路132弄1-59号、78-83号,1930,三,,,
4C021,爱麦虞限路9号宅,上海昆剧团,绍兴路9号,1935,二,,,
4C022,明复图书馆,卢湾区图书馆,陕西南路235号,1929,二,,,
4C023,花园住宅,花园住宅,淮海中路796号,东幢1921，西幢1927,二,,,
5B001,J.K.K. 公寓,公寓（J.K.K.Apartment）,长乐路962弄1-4号,1935,三,,,
5B002,住宅,戏剧学院（仲彝楼、健伍楼）,华山路630号,1930,二,,,
5B003,住宅,花园住宅,愚园路541弄2号,1930,二,,,
5B004,住宅,花园住宅,愚园路419弄（3-32号）、愚园路411号、愚园路427号,不详,二,,,
5B005,美丽园,美丽园,延安西路379弄2-16号、18号、20号、22号,1912-1936,三,,,
5B006,住宅,住宅,乌鲁木齐北路468弄80-108号,1920年代,三,,,
5B007,住宅,静安区教育学院培训中心,新闸路1378弄17号,1939,三,,,
5B008,住宅,经济日报上海记者站,新闸路1340弄21号,待考,三,,,
5B009,住宅,住宅,胶州路450号,1940年代,二,,,
5B010,麦伦中学-越旦中学,住宅,武定路946号,1940年代,三,,,
5B011,住宅,石门二路社区文化活动中心,康定东路85号,清末民初,二,,,
5B012,派司公寓,派司公寓,常熟路100弄1-8号,1930年代,三,,,
5B013,贤邻别墅,贤邻别墅,愚园路470弄3-23号、愚园路472-474号（双号）,1937,三,,,
5B014,住宅,四明体育弄,愚园路520弄(2-28)号、愚园路510-528号（双号）,1936,三,,,
5B015,四明别墅,四明别墅,愚园路576 弄（3-77 号）、 愚园路580-590 号（双号）,1931-1933,三,,,
5B016,汉璧礼蒙童养学堂、汉璧礼西童公学,上海市市西中学（2 号楼）,愚园路404号,1922,三,,,
5B017,大任小学校、 上海市私立大任小学旧址,上海自来水投资建设有限公司苏州河三期项目管理部,康定东路20号,不详,二,,,
5B018,住宅,住宅,威海路590弄89号,1918,三,,,
5B019,佳庐,住宅,北京西路1592弄11号,1912,三,,,
5B020,望德堂,住宅,北京西路1220弄1-108号,7-9号1933，2号1930-1932，50-180号1907,三,,,
5B021,信义会,住宅,常德路310号,1922,三,,,
5B022,弘德职业补习学校、弘毅中小学,梅龙镇酒家,南京西路1081弄22号,待考,三,,,
5B023,修德里,住宅,威海路590弄41号,1932,三,,,
5B024,住宅,住宅,北京西路1220 弄(50-108 号),1907,三,,,
5B025,光华里,光华里,巨鹿路786弄,1930,三,,,
5B026,留园，履安邨,留园,长乐路672弄（1-30 号）,1937,三,,,
5B027,古拔新邨,富民新邨,富民路148-172弄,1932,三,,,
5B028,古柏公寓,古柏小区,富民路197弄,1931-1941,古柏公寓为三类；69号为二类,,,
5B029,柳林别墅,柳林别墅,愚园路532弄51、55、60、61、66、70、71号、73-85（单号）,1912-1936,三,,,
5B030,上海电话公司泰兴路分局旧址,电信公司北泰电话站,泰兴路230号,1931,二,,,
5B031,吴宅,上海市公惠医院,石门一路315弄6号,1931,二,,,
5B032,瑞士国总领事馆,上海第二工业大学教研楼①/上海市慈善教育培训中心,陕西北路80号,1922,二,,,
5B033,程谨轩、程霖 生父子旧居、协进初级中学,上海市公安局静安区分局交通警察支队,南京西路1550号,1922,二,,,
5B034,上海共济会会址/ 上海英国约克礼仪共济会所,上海市医事团体联合管理办公室,北京西路1623-1647号,1931,三,,,
5B035,善道堂,上海市社会文化管理处、上海市文化艺术档案馆,巨鹿路709号,1930,二,,,
5B036,住宅,上海静安置业集团、静安区威海路文化传媒街管理委员会,威海路590弄77号,1921,二,,,
5B037,住宅,南京军区幼儿园,巨鹿路735号,不详,二,,,
5B038,住宅,华东模范中学行政楼,延安中路999号（富民路43号）,待考,二,,,
5B039,住宅,上海戏剧学院毓琇楼,延安西路355号,待考,二,,,
5B040,培明女子中学暨小学,培明中学,新闸路1607-1609号,1922,二,,,
5B041,南洋大楼,重华小区,陕西北路204-216号（双号）、南京西路1175-1185号（单号）,1927,二,,,
5B042,银河食府/康生洋行,阿迪达斯、凯世酒店,南京西路931号,1925,四,,,
5B043,江海图书馆,静安区图书馆海关楼,新闸路1702-1708号,1935,三,,,
5B044,基督教内地会/上海市第六人民医院,上海市儿童医院5、7、9、10号楼等,新闸路1515-1533号（单号）、北京西路1400弄24号,1931,三,,,
5B045,进德女子中学,花雅堂,延安中路718号、茂名北路65号,待考,三,,,
5B046,汉冶萍公司上海俱乐部,警备区第一离休干部休养所,北京西路1810弄30号,1910年代,二,,,
5B047,住宅,住宅,胶州路125弄,不详,二,,,
5B048,青云里,住宅,襄阳北路22弄,1912,三,,,
5B049,退耕小筑 /吴镜渊旧居,退耕小筑,长乐路662弄,不详,三,,,
5B050,工部局华人女子中学/上海市第一女子中学,上海市第一中学,余姚路139号,1935,二,,,
5B051,花园住宅,俏江南,延安中路881号,不详,三,,,
5B052,住宅,上海电影公司、上海美术电影制片厂,万航渡路618号,1931,三,,,
5B053,归仁里,归仁里,康定东路3弄3-14号,1928,三,,,
5B054,泰来里,泰来里,康定东路16-17号,1910年代,三,,,
5B055,卡德大楼/警察公寓,卡德大楼,石门二路50号,1930年代,三,,,
5B056,警察公寓,新成大厦,成都北路337号,不详,三,,,
5B057,交通部邮政总局驻沪办事处,中国邮电器材总公司,胶州路320号,不详,三,,,
5B058,花园住宅,住宅,升平街45、65号,不详,三,,,
5B059,花园住宅,上海建筑装饰（集团）有限公司,延安中路632弄50号,不详,二,,,
5B060,南华新邨,南华新邨,长乐路774弄,1937,三,,,
5B061,荣康别墅,荣康别墅,常熟路102-120号,1939,三,,,
5B062,海园,海园小区,华山路343号、351弄1-5、8、9、10、11、12、14、16、17、19、20号,1937,二,,,
5H001,交通部直属上海电话局大楼旧址,上海长途电话局\邮电520厂,永兴路546号,1928,三,,,
5H002,上海铁道医院,上海市第十人民医院分院/上海市皮肤病医院分院,虬江路1057号,1942,三,,,
5H003,交通银行仓库、四行仓库光二分库,创意仓库,光复路195号,1932,三,,,
5H004,福源福康钱庄联合仓库,四行仓库光三分库,光复路115-129号(单号）,1910,四,,,
5H005,怡和源打包厂,商坊会馆,北苏州路912号,1907,二,,,
5D001,住宅,住宅,华山路913号,1930,二,,,
5D002,和平官邸,住宅,东平路14-16号(双号）,1930年代,二,,,
5D003,住宅,住宅,高安路60号,1922,三,,,
5D004,住宅,住宅,淮海中路1323号,1930,三,,,
5D005,住宅,住宅,太原路238号,1939,三,,,
5D006,襄阳公寓,襄阳公寓,襄阳南路254号,1920,三,,,
5D007,白赛仲公寓,公寓,复兴西路26-28号(双号）,1929,二,,,
5D008,剑桥角公寓,剑桥角公寓,复兴中路1462弄1-14号,1934,三,,,
5D009,潘兴公寓,潘兴公寓,淮海中路1706号,1941,二,,,
5D010,良友公寓,良友公寓,永福路68号、复兴西路91、93号,1937,二,,,
5D011,开普敦公寓,开普敦公寓,武康路240-246号（双号）,1940,二,,,
5D012,国富门公寓,国富门公寓,武康路230、232号,1936,二,,,
5D013,漕溪北路小高层,徐汇新村,漕溪北路750、800、850、900、950、1000号,1977,四,,,
5D014,住宅,住宅,武康路210号,1934,三,,,
5D015,住宅,住宅,高邮路5弄32号,1931,三,,,
5D016,住宅,住宅,湖南路276号,1932,三,,,
5D017,住宅,住宅,武康路392号,1920,三,,,
5D018,住宅,住宅,武康路374、376号,1926,三,,,
5D019,花园住宅,住宅,五原路289弄1-2、3-4号,1933,三,,,
5D020,住宅,住宅,淮海中路1380号,不详,三,,,
5D021,住宅,住宅,复兴西路147号,1933,三,,,
5D022,台拉新村,台拉新村,建国西路365 弄（1-11号） 、建国西路 363号、太原路254-258号（双号）,1943,三,,,
5D023,住宅,住宅,襄阳南路364号,1932,三,,,
5D024,住宅,住宅,桃江路7、15、21、25号,1920,三,,,
5D025,住宅,住宅,东平路2-10号（双号）,1920,三,,,
5D026,住宅,住宅,东平路1号,1914,二,,,
5D027,住宅,上海市市立幼儿园,建国西路629号,不详,三,,,
5D028,住宅,住宅,康平路101弄1-4号,1934,三,,,
5D029,住宅,住宅,宛平路15号,1923,三,,,
5D030,住宅,住宅,淮海中路1857弄67号,1930年代,三,,,
5D031,住宅,住宅,康平路196号,不详,三,,,
5D032,住宅,住宅,淮海中路1893号,1933,三,,,
5D033,住宅,住宅,建国西路395弄1-15号、17号，建国西路397号、399号,1928,三,,,
5D034,住宅&上海尚朵文化传播有限公司,住宅,襄阳南路525号,1923（设计）,三,,,
D5035,住宅,住宅,太原路4弄,1930,三,,,
5D036,住宅,住宅,复兴中路1365-1377号（单号）,1920,三,,,
5D037,住宅,住宅,肇嘉浜路604号,不详,三,,,
5D038,住宅,住宅,乌鲁木齐路180、182号,1930年代,三,,,
5D039,住宅,住宅,高安路77号,1924,三,,,
5D040,市文广局老干部活动中心,上海市文化广播影视管理局老干部活动中心,岳阳路44号,1927,三,,,
5D041,君悦酒店,永嘉路628号楼,永嘉路628号,1929,三,,,
5D042,上海戏曲艺术中心,上海京剧院、上海戏曲艺术中心,岳阳路168弄（1号楼 、2号楼）,1921(设计）,二,,,
5D043,住宅,住宅,延庆路121号,1924,三,,,
5D044,住宅,住宅,新乐路54号,1936,三,,,
5D045,住宅,住宅,新乐路22-32号（双号）,1923,三,,,
5D046,住宅,住宅,"华亭路30、32、42、44、58号,延庆路132号",不详,三,,,
5D047,住宅,住宅,延庆路159号,1922,三,,,
5D048,住宅,住宅,东湖路51号,不详,三,,,
5D049,住宅,住宅,华亭路93弄1-9号,1923,三,,,
5D050,住宅,住宅,延庆路18弄10号,不详,三,,,
5D051,住宅,住宅,华山路823、825、827号,1931,二,,,
5D052,住宅,住宅,武康路40弄5号,1930年代,二,,,
5D053,住宅,住宅,安福路255号,1923,二,,,
5D054,住宅,住宅,襄阳南路349-355号（单号）,1928,三,,,
5D055,住宅,住宅,宛平路42号,1945,三,,,
5D056,福禄村,福禄邨、台拉新邨,建国西路384弄1-4号、9-12号、11号甲、12号甲、16-18号、20-27号、30-34号、36-44号、386号甲,1939,三,,,
5D057,新兴盛里，永盛里,新兴盛里，永盛里,嘉善路117弄,新兴顺里：1930；永盛里：1936,三,,,
5D058,顾德坊,顾德坊,襄阳北路66弄（1-14号）、68弄（1-11 号）、70弄（1-11号）、72弄（1-10 号）、74弄（1-10号）,1930前后,三,,,
5D059,大福里,大福里,延庆路29弄,1926,三,,,
5D060,培福里,培福里,陕西南路186弄,1927,三,,,
5D061,住宅,住宅,新乐路34弄（1-3号），新乐路36号,1930年代,三,,,
5D062,储康里,储康里,长乐路401弄,1928,三,,,
5D063,住宅,住宅,陕西南路222弄20号,1930年代,三,,,
5D064,住宅,住宅,新乐路57-61号（单号）,1930年代,三,,,
5D065,住宅,住宅,东湖路56弄51-55号（单号）,1930年代,二,,,
5D066,住宅,住宅,宝庆路9弄1-6号,不详,三,,,
5D067,住宅,住宅,延庆路4弄（2- 44号）、延庆路2-6号（双号）,1940年代,三,,,
5D068,住宅,住宅,延庆路51弄（1-26号）、延庆路39-49号（单号）,1930年代,三,,,
5D069,住宅,住宅,五原路84弄 （1-34号）， 五原路80-88 号（双号）,1937,三,,,
5D070,华邸,华邨,五原路76弄（1-16号），五原路72-74号（双号）,1937,三,,,
5D071,栖霞村,五原路372弄小区,徐汇区五原路372弄6-9号,1939,三,,,
5D072,爱棠新村,爱棠新村,余庆路146弄13号,1937,三,,,
5D073,茂龄别墅,茂龄别墅,建国西路619弄1-34号,1941,三,,,
5D074,住宅,办公,淮海中路1800号,1936,二,,,
5D075,住宅,办公,余庆路80号,1943,二,,,
5D076,住宅,上海中国青年旅社,衡山路2号、东平路12号,1920年代,三,,,
5D077,住宅,办公,宝庆路20号,1925,三,,,
5D078,中共上海市纪委,中共上海市纪委,宛平路7号,不详,二,,,
5D079,上海教育评估院,上海教育评估院,陕西南路202号,1931,二,,,
50D80,崇源别墅,崇源别墅,常熟路179号,1930年代,三,,,
5D081,南区电话局汾阳路分局,办公,汾阳路63号,1929,三,,,
5D082,菁英会,上海关心下一代工作办公室,岳阳路265号,1944,二,,,
5D083,办公,办公,建国西路336弄1号,1930,二,,,
5D084,大可庄园,商业,襄阳南路388弄25号,1933,二,,,
5D085,中国科学院生物化学和细胞生物学研究所主楼北侧办公楼,中国科学院生物化学和细胞生物学研究所14号楼,岳阳路320号（14号楼）,1925,二,,,
5D086,中国科学院生物化学和细胞生物学研究所5号楼,中国科学院生物化学和细胞生物学研究所5号楼,岳阳路320号 （5号楼）,1920年代,三,,,
5D087,上海中学大礼堂,上海中学大礼堂,上中路400号,1936,三,,,
5D088,长乐坊,长乐坊,长乐路331、333号,1930年代,三,,,
5D089,北票码头塔吊,北票码头塔吊,,1980年代,三,,,
5D090,海事瞭望塔,海事瞭望塔/海事塔,徐汇区龙华港、黄浦江河口,1980年代,三,,,
5D091,德利那齐宅,住宅,武康路129号,1929,三,,,
5D092,龙美术馆,龙美术馆西岸馆,龙腾大道3398号,1950年代,二,,,
5D093,余德耀美术馆,余德耀美术馆,丰谷路35号,1950年代,三,,,
5D094,住宅,住宅,康平路187-191号（单号）,1930年代,三,,,
5D095,住宅,,淮海中路 1222-1238号 （双号）,1934,三,,,
5D096,住宅,光明公寓,淮海中路1200弄（1-4号、7-24号）、淮海中路1200弄6号院（2号楼、3号楼）、淮海中路1176-1182号（双号）,1930年代,三,,,
5D097,住宅,东湖双拥小区,永嘉路588-590号（双号）,1930年代,三,,,
5D098,住宅,住宅,长乐路327-329号（单号）,1930年代,三,,,
5D099,住宅,长乐坊,长乐路335-337号（单号）,1930年代,三,,,
5D100,住宅,长乐坊,陕西南路214号,1910年代,三,,,
5D101,住宅,住宅,常熟路139号,不详,三,,,
5D102,住宅,住宅，局部办公,延庆路42、52号,不详,三,,,
5D103,住宅,住宅，局部办公,襄阳南路313号,不详,三,,,
5D104,住宅,住宅,复兴西路299弄1-3号,1932年,三,,,
5D105,慎成里,住宅,永嘉路291弄1-90号，永嘉路277-307（单号），嘉善路200-230号（双号）,1930,三,,,
5D106,住宅,慎成里,新乐路44弄（1-15号）、新乐路38-50号（双号）,1932,三,,,
5D107,住宅,新乐坊,新乐路143弄1-4号,1930年代,三,,,
5D108,住宅,住宅,淮海中路1251弄1-3号,1940年代,三,,,
5D109,中信一村,住宅,常熟路163弄1-30号、华亭路18、26号,1937,三,,,
5D110,住宅,中信一村,延庆路80、82、84号,不详,82号：三；80、84号：四,,,
5D111,住宅,住宅,长乐路325号、陕西南路164号,1930年代,三,,,
5D112,衡山电影院,衡山电影院,衡山路838号,1951,三,,,
5D113,上海应用技术学院,上海应用技术学院,漕宝路120号,1961,6号楼：三； 8号楼：三； 10号楼：三； 14号楼：四； 20号楼：二； 26号：三类；28号楼：二； 30号楼：二； 32号楼：三； 34号楼：四； 36号楼：二； 40号楼：四;42号楼：四； 52号楼：三,,,
5D114,西岸艺术中心,西岸艺术中心,龙腾大道2555号,1980年代,三,,,
5D115,住宅,住宅,湖南路280弄2、4、8、9、20号；296弄14-26号,1930年代,三,,,
1F001,百老会大厦,上海大厦,北苏州河路2号,1934,三,,,
1F002,俄罗斯领事馆/苏联领事馆,俄罗斯领事馆,黄浦路20号,1916,二,,,
1F003,上海邮政总局,上海市邮政局,北苏州河路250-276号,1924,二,,,
1F004,多伦路250号住宅,住宅,多伦路250号,1924,二,,,
2F001,日本领事馆/联合救济总署,商业置地公司,黄浦路106号红楼/灰楼,日本领事馆：1911，联合国救济总署：1941,二/四,,,
2F002,河滨公寓,河滨公寓,北苏州路340号,1935,四,,,
2F003,鸿德堂,鸿德堂,多伦路59号,1928,二,,,
2F004,雷氏德工学院,海员医院,东长治路505号,1934,三,,,
2F005,北方局,远洋运输公司,东大名路378号,1908,三,,,
2F006,高阳大楼,高阳大楼,东大名路817号,1915,三,,,
2F007,新亚酒楼,新亚大酒店,天潼路422号,1934,三,,,
2F008,四行大楼,九州商厦,四川北路1274号,1932,三,,,
2F009,中国银行大楼,工商银行,四川北路894号,1932,三,,,
2F010,景灵堂,景灵堂,昆山路135号,1922,三,,,
2F011,虹口救火会,虹口消防队,哈尔滨路2号,1915,三,,,
2F012,上海监狱,提蓝桥监狱,长阳路147号,1935,三,,,
3F001,大陆新村/文华新村/淞云别墅/留青小筑,住宅,山阴路30、44、64、112、124、132、144、156、168、180、192、208、210弄，甜爱路59号、40号，山阴路2弄1-43号，四川北路2044-2058号,大陆新村、文华别墅1932竣工,三,,,
3F002,长春公寓,长春公寓,长春路304号,1928/1936加建两层/1975加建到6层,三,,,
3F003,住宅,住宅,溧阳路1084弄2-11号、1114弄1-21号、1156弄1-19号、1208弄1-12号、1219、1221、1253、1283、1313、1235、1267、1295、1298、1237、1269、1297、1331、1251、1281、1311、1338号，溧阳路1203弄1-12号,1920年代/一说1914,三,,,
3F004,住宅,住宅,武进路206-296号,1920年代,四,,,
3F005,礼查饭店,浦江饭店,黄浦路15号,1910,二,,,
3F006,公寓,公寓,昆山路227号/昆山路277号/昆山花园路1-10号,1920s,三,,,
3F007,住宅,住宅,蟠龙街1-13号,1920,三,,,
3F008,西本愿寺,梦幻柔情舞厅,乍浦路455号,1931,二,,,
3F009,虹口大旅社,虹口大楼,海宁路449号,1927年竣工/南部1946年修复/1975年南部加建一层,三,,,
3F010,住宅,上海纺织老干部活动室,多伦路215号,1924,三,,,
